Main - E1,Main - E2,Main - E3
3.904800948677358,3.681300071274682,3.589840861666006
3.9074682902409412,3.6816864202589534,3.590465168634869
3.9065531899734167,3.6806895158538473,3.590160643192116
3.9065353450941798,3.6743782774800025,3.5908304412222014
3.906142035549608,3.6835842935737153,3.591879443277251
3.9066178390349244,3.684452652166462,3.5916860425861152
3.906765989607519,3.6836224191177154,3.5915691919738464
3.9081759339882964,3.685284409901803,3.5918582454048114
3.907846767413518,3.6838105055545527,3.5905208425711073
3.9107871749531546,3.675545489289277,3.5946438241217664
3.9122714150172113,3.6895600521955076,3.5930850948328428
3.9126317693566426,3.683919141120917,3.593772939081145
3.91305905284516,3.6906540322498627,3.5907474681700933
3.9141896885925966,3.6890484522601463,3.58841319865452
3.9146592987509954,3.690763366547791,3.590448622836695
3.9165422536735166,3.6915751372828582,3.5973388332273
3.9070885572402174,3.688913570683563,3.602691866831278
3.9114313027775878,3.69285103688937,3.604039590084583
3.9175987535224026,3.691612106555887,3.6030036733563136
3.9185104741609122,3.6921072975878246,3.6030278464958805
3.9199420595383168,3.698171165041896,3.6027058572503208
3.9221091612289123,3.7006424101739284,3.603819065917945
3.923038486746716,3.7005102809010766,3.6053011951339564
3.918059143479984,3.703052253196251,3.606145744862605
3.9282580563355807,3.7052220256748782,3.6071031621400267
3.928373735661384,3.7103064445133542,3.603802250700639
3.9267585431940164,3.7066904082859002,3.6113497668368906
3.9286577511677265,3.7039956702997534,3.612718262212391
3.9321473125432718,3.7106961373482683,3.6150252409196915
3.931585994625615,3.7113967625003665,3.6170260380030745
3.932817838209867,3.709381760148946,3.6175446449401263
3.9352656319235217,3.7115065189995904,3.6207300109906235
3.939001563754411,3.709279883346935,3.6216831103795473
3.934106938506003,3.704811335902061,3.6252413838032296
3.9386212592106906,3.7095198765971986,3.626668976113456
3.9370110300952916,3.694011919403704,3.6286388007190817
3.935239990662555,3.697201152797934,3.6277839698798515
3.929571253623183,3.7147876134811213,3.630682728384882
3.9363368034400814,3.7168074743908335,3.6316538596039356
3.943181661326487,3.7152470677392393,3.6292104639527003
3.94342784315002,3.71957510913992,3.6317990594453313
3.9453293304592796,3.716854147971192,3.628559984600418
3.946464198550319,3.719604920712812,3.6288958080433593
3.951440965489508,3.724734648082778,3.6273813128668144
3.958776623230496,3.7241325311728,3.637300871429518
3.9637776811099683,3.714419992501488,3.6387149013113325
3.9652879281395164,3.7178953143194056,3.63597082587874
3.9692371895017073,3.7157246570478706,3.649326645927082
3.967434272549557,3.7124105140806662,3.6537172993522247
3.9688082688195356,3.6934537912603664,3.654261920892631
3.971294821518518,3.6783631872906755,3.6508732015634395
3.970021078056136,3.6915348181657235,3.652237435000383
3.978323933999961,3.676201507972222,3.6557497260804594
3.97755238348975,3.6819442072047615,3.652115183249535
3.9761499825663593,3.6868237693700805,3.6584780809963595
3.969930619630958,3.6992376470726023,3.654327813024767
